joke,semantic_word_1,semantic_word_2,semantic_word_3
you have enough fat to make another human.,you,another,
losing a husband can be hard: in my case it was almost impossible.,my,,
appreciate how some people do not come out of atm till they find the meaning of life right there.,how,do not,
discretion is being able to raise your eyebrow instead of your voice.,your,,
be safety conscious. 80% of people are caused by accidents.,,,
women with pasts interest men... they hope history will repeat itself.,repeat,,
why do bachelors like smart women? because they are so rare.,why,,
why do men find it difficult to make eye contact? they are trying not to attract any more undue blame then they already have.,why,not,
why do dogs make good sailors? they know their knots.,why,,
what is the population of antarctica. all white.,all,,
i have all the money i shall / i will ever need if i die by 4:00 p.m. today.,i,all,
"just about the time when you think you can make ends meet, somebody moves the ends.",you,moves,
let us both be naughty this year and save santa the trip.,,,
what do you call a black guy who goes to college? a basketball player.,what,who,
what has / what is the difference between men and pigs? pigs do not turn into men when they drink.,between,do not,
what do elves learn in school? the elf-abet!,what,,
why are aspirins white? because they work.,why,,
he always finds himself lost in thought; it has / it is unfamiliar territory.,,,
every wife should understand one thing: a dinner will taste better if she cooks it less frequently.,every,,
young riders pick a destination and go... old riders pick a direction and go.,,,
currently the flower business is blooming.,,,
"it is said that, you can not buy happiness. you only need to know the right places...",can not,only,you
"if i freeze, it has / it is not a computer virus. i was just stunned by your beauty.",i,not,your
"i do not care how old i am, i will see finding dory.",i,do not,
a wife is like a boomerang the harder you throw the faster she comes back.,you,,
if a wife is silent and not arguing it means she has / she is sleeping.,not,,
remember: you can eat your way out of almost any problem.,remember,you,any
"if love is the answer, could you rephrase the question?",you,,
"i never could bring a woman into my house. at first, because of the parents. later, because of the wife.",i,never,my
i wish there was a way to keep in touch with dogs i meet outside of grocery stores.,i,outside,
every day two million americans play tennis and one million of them lose.,every,,
i am experiencing heavy call volumes. please hang up and never call me again.,i,never,me
i was such an ugly kid. when i played in the sandbox the cat kept covering me up.,i,when,me
the national debt is not the only thing that has / that is rising.,is not,only,
what is better than a cold bud? a warm bush.,what,,
girls are like internet domain names... the ones i like are already taken.,i,,
my doctor told me i needed to break a sweat once a day so i told him i had / i would start lying to my wife.,my,i,
what do farmers give their wives on valentine's day? hog and kisses!,what,,
"if the facts do not fit the theory, change the facts.",do not,,
"throwing acid is wrong, in some people's eyes.",,,
you do not need a parachute to skydive. you only need a parachute to skydive twice.,you,not,only
i love waking up to the sound of birds arguing with their spouses.,i,,
"to be sure of hitting the target, shoot first and call whatever you hit the target.",whatever,you,
you are such a good friend that if we were on a sinking ship together and there was only one life jacket ... i had / i would miss you heaps and think of you often.,you,only,i
"i was not lying, i was just writing fiction with my mouth.",i,was not,
what do you get from a pampered cow? spoiled milk.,what,you,
how is a man like the weather? nothing can be done to change either one of them.,how,nothing,
apple should make a sarcasm font and call it the iroll.,,,
it has / it is always a good idea to make friends with babies. that has / that is free cake once a year for a lifetime.,always,,
why do we press harder on a remote control when we know the batteries are getting weak?,why,we,
"unless you are the lead dog, the view never changes.",you,never,
what part of a football ground is never the same? the changing rooms.,what,never,same
"i know its not christmas, but santa's lap is always ready.",not,always,
trying to understand women is like trying to smell color 9.,,,
"why do only 10% of men make it to heaven? because if they all went, it would be hell.",why,only,all
